# f real_h(f) imag_h(f)
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e-01 -0.000000000000000000e+00 0.000000000000000000e+00
1.875000000000000000e-01 -0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 -0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.750000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
4.375000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
5.625000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.875000000000000000e-01 -0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.125000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
8.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.375000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
1.062500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.125000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.187500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.312500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.375000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.437500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.562500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.625000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.687500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.750000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.812500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.875000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.937500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.062500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.125000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.187500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.250000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.312500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.375000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.437500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.562500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.625000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.687500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.750000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.812500000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00
2.875000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
